,name,salary,company,additional,skills,date
2616,Разработчик С++ (Windows),,Атом Безопасность,"['Екатеринбург', 'Новосибирск', 'Тюмень', 'Полный рабочий день', 'Можно удаленно']","['Десктоп разработчик', 'C++', 'C++ stl', 'Системное программирование', 'Windows API', 'Visual Studio', 'Cmake', 'Git']",27 мая
2617,Business Analyst,до 300 000 ₽,Sitronics Group,"['Москва', 'Полный рабочий день']","['Бизнес-аналитик', 'Ведение переговоров', 'Управление проектами', 'Разработка ТЗ', 'Agile', 'Бизнес аналитика']",27 мая
2618,1С Разработчик,,IRLIX,"['Полный рабочий день', 'Можно удаленно']","['Программист 1С', 'Разработка под 1С', '1C: ERP']",27 мая
2619,1C Аналитик,,IRLIX,"['Полный рабочий день', 'Можно удаленно']","['Аналитик 1С', '1C: ERP', 'Анализ требований', 'BPMN', 'UML', 'Техническая документация', 'ГОСТ']",27 мая
2620,QA Embedded,,BI.ZONE,"['Москва', 'Полный рабочий день']","['Инженер по ручному тестированию', 'Linux', 'Embedded linux']",27 мая
2621,Backend-разработчик (Middle-to-Senior),до 300 000 ₽,Сима-ленд,"['Екатеринбург', 'Полный рабочий день', 'Можно удаленно']","['Бэкенд разработчик', 'Средний (Middle)', 'Golang', 'Git', 'PHP', 'Linux']",27 мая
2622,Системный аналитик,от 180 000 ₽,Омникомм,"['Москва', 'Полный рабочий день', 'Можно удаленно']","['Системный аналитик', 'Средний (Middle)', 'REST', 'SOAP', 'MySQL', 'PostgreSQL', 'Проектирование баз данных']",27 мая
2623,Perfomance engineer (SD-WAN),,BI.ZONE,"['Полный рабочий день', 'Можно удаленно']","['Инженер по производительности', 'Linux']",27 мая
2624,QA automation engineer (Python),,BI.ZONE,"['Москва', 'Полный рабочий день', 'Можно удаленно']","['Инженер по автоматизации тестирования', 'Python', 'Linux', 'Сетевые технологии']",27 мая
2625,Linux QA engineer,,BI.ZONE,"['Москва', 'Томск', 'Полный рабочий день', 'Можно удаленно']","['Инженер по ручному тестированию', 'Средний (Middle)', 'Linux', 'Сетевые технологии']",27 мая
2626,PHP-программист,от 50 000 ₽,Grade Factor,"['Москва', 'Санкт-Петербург', 'Новосибирск', 'Неполный рабочий день', 'Можно удаленно']","['Бэкенд разработчик', 'Стажёр (Intern)', 'Git', 'SQL', 'PostgreSQL', 'Docker', 'MySQL', 'ООП', 'REST', 'Базы данных', 'Linux']",27 мая
2627,Тестировщик QA Engineer,от 70 000 ₽,Grade Factor,"['Москва', 'Санкт-Петербург', 'Новосибирск', 'Неполный рабочий день', 'Можно удаленно']","['Инженер по автоматизации тестирования', 'Стажёр (Intern)', 'JavaScript', 'Управление проектами', 'Проектное планирование', 'Управление разработкой', 'Kanban', 'Информационные технологии', 'Поддержка клиентов', 'Agile', 'Waterfall']",27 мая
2628,Бэкенд программист,от 80 000 ₽,Grade Factor,"['Москва', 'Санкт-Петербург', 'Новосибирск', 'Неполный рабочий день', 'Можно удаленно']","['Бэкенд разработчик', 'Стажёр (Intern)', 'Git', 'Английский язык', 'Алгоритмы и структуры данных']",27 мая
2629,CMS-разработчик,от 60 000 ₽,Grade Factor,"['Москва', 'Санкт-Петербург', 'Новосибирск', 'Неполный рабочий день', 'Можно удаленно']","['Веб-разработчик', 'Стажёр (Intern)', 'SQL', 'PHP', 'PostgreSQL', 'Linux', 'ООП']",27 мая
2630,DevOps Engineer,от 110 000 ₽,Grade Factor,"['Москва', 'Санкт-Петербург', 'Новосибирск', 'Неполный рабочий день', 'Можно удаленно']","['DevOps-инженер', 'Стажёр (Intern)', 'Управление людьми', 'Автоматизация процессов', 'Разработка ТЗ', 'Ведение переговоров', 'Организация бизнес-процессов']",27 мая
2631,Fullstack Developer,от 130 000 ₽,Grade Factor,"['Москва', 'Санкт-Петербург', 'Новосибирск', 'Неполный рабочий день', 'Можно удаленно']","['Фулстек разработчик', 'Стажёр (Intern)', 'JavaScript', 'Веб-разработка', 'HTML', 'LESS', 'Валидная верстка']",27 мая
2632,Golang-программист,от 50 000 ₽,Grade Factor,"['Москва', 'Санкт-Петербург', 'Новосибирск', 'Неполный рабочий день', 'Можно удаленно']","['Бэкенд разработчик', 'Стажёр (Intern)', 'SQL', 'Базы данных', 'Git', 'Высоконагруженные системы', 'MySQL', 'PostgreSQL', 'Linux', 'Python', 'Docker', 'ООП']",27 мая
2633,Middle/Middle+ Java Developer,,Солар,"['Москва', 'Санкт-Петербург', 'Екатеринбург', 'Полный рабочий день', 'Можно удаленно']","['Бэкенд разработчик', 'Средний (Middle)', 'ClickHouse', 'Микросервисная архитектура', 'Java Spring Framework', 'PostgreSQL', 'Java', 'Spring Boot']",27 мая
2634,IT Sales manager,,IRLIX,"['Ульяновск', 'Полный рабочий день']","['Менеджер по продажам', 'Средний (Middle)', 'Ведение переговоров', 'Лидогенерация', 'Продажи']",27 мая
2635,Инженер DevOps,,РАНХиГС,"['Москва', 'Полный рабочий день', 'Можно удаленно']","['DevOps-инженер', 'Средний (Middle)', 'Apache', 'Nginx', 'Bash', 'Python', 'Ansible', 'GitLab', 'Docker', 'Kubernetes', 'MySQL', 'PostgreSQL']",27 мая
2636,Главный системный аналитик Quintiq,,НЛМК,"['Полный рабочий день', 'Можно удаленно']","['Системный аналитик', 'Старший (Senior)', 'SOAP', 'Базы данных', 'REST', 'SQL', 'Oracle', 'Наставничество']",27 мая
2637,1С One Day Offer,,Axenix (ex. Accenture),"['Полный рабочий день', 'Можно удаленно']","['Аналитик 1С', 'Разработка под 1С', '1C: ERP', 'Анализ требований', 'Техническая документация']",27 мая
2638,Middle QA Automation Engineer (Java/Kotlin),,Naumen,"['Москва', 'Санкт-Петербург', 'Полный рабочий день', 'Можно удаленно']","['Инженер по автоматизации тестирования', 'Средний (Middle)', 'Автоматизация тестирования', 'Cucumber', 'Gradle', 'Postman', 'Kotlin', 'PostgreSQL', 'Linux', 'Java', 'Redis']",27 мая
2639,Инженер по виртуализации/DevOps инженер,,Naumen,"['Екатеринбург', 'Полный рабочий день']","['Системный администратор', 'Средний (Middle)', 'Системы виртуализации', 'Администрирование Linux', 'VMware', 'Hyper-V', 'KVM', 'Высоконагруженные системы', 'Скриптовое программирование']",27 мая
2640,Архитектор 1С,,Softline,"['Москва', 'Санкт-Петербург', 'Полный рабочий день', 'Можно удаленно']","['Программист 1С', 'Ведущий (Lead)', 'Разработка под 1С']",27 мая
2641,DevOps Senior (remote),от 200 000 ₽,SmartMerch,"['Полный рабочий день', 'Можно удаленно']","['DevOps-инженер', 'Старший (Senior)', 'Yandex.Cloud', 'AWS', 'Kubernetes']",27 мая
2642,"Менеджер проектов (практика Banking, искусственный интеллект)",,Axenix (ex. Accenture),"['Москва', 'Санкт-Петербург', 'Тверь', 'Полный рабочий день', 'Можно удаленно']","['Ученый по данным', 'Ведущий (Lead)', 'Машинное обучение']",27 мая
2643,Data Scientist (NLP) StartUp,,SciArticle,"['Санкт-Петербург', 'Неполный рабочий день', 'Можно удаленно']","['ML разработчик', 'Стажёр (Intern)', 'PyTorch', 'NLP']",27 мая
2644,Юрист,,Axenix (ex. Accenture),"['Москва', 'Полный рабочий день']","['Юрист', 'Средний (Middle)', 'Английский язык']",27 мая
2645,Backend разработчик (Start up),,SciArticle,"['Санкт-Петербург', 'Неполный рабочий день', 'Можно удаленно']","['Бэкенд разработчик', 'Стажёр (Intern)', 'PostgreSQL', 'Django', 'Python', 'Docker', 'ООП']",27 мая
2646, Project manager (Проджект менеджер),от 40 000 до 80 000 ₽,ВЕБ ЛАБ,"['Санкт-Петербург', 'Полный рабочий день']","['Менеджер проекта', 'Стажёр (Intern)', 'Управление разработкой', 'OpenAPI Specification', 'Swagger', 'Управление IT-услугами', 'Postman', 'React', 'Ведение переговоров', 'CSS', 'HTML', 'Управление проектами']",27 мая
2647,Старший бухгалтер,,Axenix (ex. Accenture),"['Москва', 'Полный рабочий день']","['Бухгалтер', 'Старший (Senior)', '1C: ERP']",27 мая
2648,Инженер серверной инфраструктуры,,Технологии ОФС,"['Тюмень', 'Полный рабочий день']","['Администратор серверов', 'Linux', 'KVM', 'Администрирование Linux', 'Администрирование серверов', 'Hyper-V', 'TCP', 'Администрирование Windows', 'Powershell', 'Bash']",27 мая
2649,Менеджер проектов (Retail),,Axenix (ex. Accenture),"['Москва', 'Полный рабочий день']","['Менеджер проекта', 'Ведущий (Lead)', 'Автоматизация процессов', 'Управление людьми', 'Микросервисная архитектура', 'Информационные технологии', 'BPMN', 'Построение команды', 'Развитие бизнеса', 'Управление проектами']",27 мая
2650,Бизнес-аналитик (Retail),,Axenix (ex. Accenture),"['Москва', 'Полный рабочий день']","['Бизнес-аналитик', 'Старший (Senior)', 'BPMN', 'UML', 'Jira', 'Бизнес аналитика', 'Управление людьми']",27 мая
2651,Linux-инженер,,Технологии ОФС,"['Екатеринбург', 'Тюмень', 'Челябинск', 'Полный рабочий день']","['DevOps-инженер', 'Средний (Middle)', 'Linux', 'Bash', 'Python', 'Zabbix', 'GitLab', 'Grafana', 'DevOps']",27 мая
