,name,salary,company,additional,skills,date
268,Инженер по автоматизации процессов разработки,от 200 000 ₽,Данные – Центр обработки и автоматизации,"['Москва', 'Балашиха', 'Зеленоград', 'Полный рабочий день']","['Администратор серверов', 'Средний (Middle)', 'Git', 'Linux', 'Docker', 'CI/CD', 'Высоконагруженные системы', 'Ansible', 'Мониторинг', 'Grafana', 'Prometheus']",5 июня
269,IT-рекрутер,,СберКорус,"['Москва', 'Полный рабочий день', 'Можно удаленно']","['Менеджер по найму', 'Средний (Middle)', 'Подбор специалистов', 'Рекрутмент', 'Обработка резюме', 'Поиск талантов']",5 июня
270,DevOps Engineer (Kubernetes k8s) ,от 250 000 ₽,.White Code,"['Санкт-Петербург', 'Полный рабочий день']","['DevOps-инженер', 'Старший (Senior)', 'Kubernetes', 'Docker', 'Linux', 'TeamCity', 'Jenkins', 'Ansible', 'Terraform', 'Bash', 'RabbitMQ', 'PostgreSQL']",5 июня
271,Golang-разработчик (Statist),,T-Bank,"['Екатеринбург', 'Томск', 'Полный рабочий день']","['Бэкенд разработчик', 'Golang', 'CI/CD', 'Kubernetes', 'Apache Kafka']",5 июня
272,"Разработчик Middleware Android (C++, Java, Kotlin) [МТС Авто]",,МТС,"['Москва', 'Санкт-Петербург', 'Нижний Новгород', 'Полный рабочий день', 'Можно удаленно']","['Разработчик мобильных приложений', 'Средний (Middle)', 'Kotlin', 'Gradle', 'Android studio', 'Git', 'Java', 'Android SDK', 'Coroutines']",5 июня
273,Администратор тестовых сред,,Bell Integrator,"['Москва', 'Санкт-Петербург', 'Саратов', 'Полный рабочий день', 'Можно удаленно']","['DevOps-инженер', 'Средний (Middle)', 'Docker', 'Nginx', 'Высоконагруженные системы', 'Linux']",5 июня
274,Преподаватель курсов PostgreSQL,от 180 000 ₽,Учебный центр «Микротест»,"['Москва', 'Полный рабочий день', 'Можно удаленно']","['Администратор баз данных', 'Старший (Senior)', 'PostgreSQL', 'Базы данных', 'SQL', 'Linux', 'Английский язык', 'Разработка программного обеспечения']",5 июня
275,Преподаватель курсов Linux/Эксперт по администрированию,от 180 000 ₽,Учебный центр «Микротест»,"['Москва', 'Полный рабочий день', 'Можно удаленно']","['Сетевой инженер', 'Старший (Senior)', 'Linux', 'Работа в команде', 'Публичные выступления', 'Пунктуальность', 'Наставничество', 'Администрирование Linux', 'Red Hat Linux', 'Centos', 'Debian', 'Ubuntu']",5 июня
276,Scala разработчик,,T-Bank,"['Москва', 'Санкт-Петербург', 'Алматы']","['Бэкенд разработчик', 'Старший (Senior)', 'Scala', 'Apache Kafka', 'MongoDB', 'Elasticsearch', 'PostgreSQL']",5 июня
277,DevOps (MLops),,ВСК,"['Москва', 'Полный рабочий день', 'Можно удаленно']","['DevOps-инженер', 'Средний (Middle)', 'Kubernetes', 'Apache Hadoop', 'Docker']",5 июня
278,Системный аналитик (Цифровые услуги и сервисы),,Bell Integrator,"['Полный рабочий день', 'Можно удаленно']","['Системный аналитик', 'REST', 'Базы данных']",5 июня
279,Системный аналитик (Планшет продаж),,Bell Integrator,"['Полный рабочий день', 'Можно удаленно']","['Системный аналитик', 'Средний (Middle)', 'UML', 'Проектирование информационных систем', 'Системный анализ']",5 июня
280,Senior DevOps инженер [CDN],,МТС,"['Москва', 'Санкт-Петербург', 'Полный рабочий день', 'Можно удаленно']","['DevOps-инженер', 'Старший (Senior)', 'GitLab', 'Nginx']",5 июня
281,BI Developer,,ДИТ г. Москвы,"['Москва', 'Полный рабочий день']","['BI-разработчик', 'BI', 'SQL', 'HTML', 'CSS']",5 июня
282,Data Engineer,,ДИТ г. Москвы,"['Москва', 'Полный рабочий день']","['Инженер по данным', 'Средний (Middle)', 'Apache NiFi', 'BI', 'Apache Airflow', 'QlikView', 'Tableau', 'ETL']",5 июня
283,Golang разработчик,,Группа Астра,"['Москва', 'Полный рабочий день', 'Можно удаленно']","['Бэкенд разработчик', 'Средний (Middle)', 'Git', 'Golang', 'REST', 'SQL']",5 июня
284,Специалист по автоматизации тестирования,от 170 000 ₽,Данные – Центр обработки и автоматизации,"['Москва', 'Санкт-Петербург', 'Екатеринбург', 'Полный рабочий день', 'Можно удаленно']","['Инженер по автоматизации тестирования', 'Средний (Middle)', 'Java', 'Git', 'Linux', 'Docker', 'Selenium', 'Selenide', 'Swagger']",5 июня
285,Application Security инженер (DAST),,Группа Астра,"['Москва', 'Полный рабочий день']","['Инженер по безопасности', 'Младший (Junior)', 'C', 'C++', 'SAST/DAST', 'GitLab', 'Linux']",5 июня
286,Архитектор платформы API Management,,Группа Астра,"['Москва', 'Полный рабочий день', 'Можно удаленно']","['Архитектор программного обеспечения', 'Старший (Senior)', 'Базы данных', 'CSS', 'JavaScript', 'RESTful API', 'Python', 'Java', 'HTML']",5 июня
287,Архитектор ИБ,,Группа Астра,"['Москва', 'Полный рабочий день']","['Архитектор программного обеспечения', 'Старший (Senior)', 'Информационная безопасность', 'Администрирование Linux', 'Системы виртуализации']",5 июня
288,Инженер по информационной безопасности,,Группа Астра,"['Москва', 'Полный рабочий день']","['Инженер по безопасности', 'Средний (Middle)', 'Linux', 'Информационная безопасность', 'Администрирование Linux', 'Osi model', 'TCP']",5 июня
289,Программист Python,,Гринатом,"['Москва', 'Полный рабочий день', 'Можно удаленно']","['Бэкенд разработчик', 'Средний (Middle)', 'Apache Kafka', 'PostgreSQL', 'Kubernetes', 'RabbitMQ', 'Python', 'Docker']",5 июня
290,"Специалист по статическому анализу кода (Svace, AppSec)",,Группа Астра,"['Москва', 'Полный рабочий день', 'Можно удаленно']","['Инженер по ручному тестированию', 'Linux', 'C', 'C++', 'Java', 'Golang']",5 июня
291,Data Analyst / Аналитик BI,от 180 000 ₽,Данные – Центр обработки и автоматизации,"['Москва', 'Полный рабочий день', 'Можно удаленно']","['Аналитик по данным', 'Средний (Middle)', 'Python', 'ETL', 'Apache', 'Git', 'Linux', 'PostgreSQL', 'SQL', 'Pandas', 'Визуализация', 'BI']",5 июня
292,iOS developer,,Bell Integrator,"['Москва', 'Санкт-Петербург', 'Минск', 'Полный рабочий день', 'Можно удаленно']","['Разработчик мобильных приложений', 'Средний (Middle)', 'Swift', 'Xcode']",5 июня
293,Python разработчик,,АО «ГНИВЦ»,"['Москва', 'Полный рабочий день', 'Можно удаленно']","['Бэкенд разработчик', 'Старший (Senior)', 'SQL', 'SQLalchemy', 'FastAPI', 'PostgreSQL', 'Linux', 'Python']",5 июня
294,Senior frontend разработчик (React),,АО «ГНИВЦ»,"['Москва', 'Полный рабочий день', 'Можно удаленно']","['Фронтенд разработчик', 'Ведущий (Lead)', 'REST', 'React', 'Redux', 'MobX', 'TypeScript', 'JavaScript']",5 июня
295,Специалист технической поддержки (Сопровождение интеграции),,Гринатом,"['Новосибирск', 'Полный рабочий день', 'Можно удаленно']","['Инженер технической поддержки', 'Apache NiFi', 'XML', 'Web']",5 июня
296,System Administrator Helpdesk со знанием английского языка,,Лаборатория Касперского,['Москва'],"['Фронтенд разработчик', 'Системное администрирование']",5 июня
297,Tech Lead/ Solution Architect Java Script /Type Script / Node JS Remote,до 5000 $,Twelvedevs,"['Минск', 'Брест', 'Гродно', 'Полный рабочий день', 'Можно удаленно']","['Архитектор программного обеспечения', 'Ведущий (Lead)', 'JavaScript', 'HTML', 'CSS', 'React', 'Node.js', 'TypeScript', 'Redux', 'Next.js', 'NestJS']",5 июня
298,Fullstack developer (JS+Node.js),,Twelvedevs,"['Минск', 'Витебск', 'Могилев', 'Полный рабочий день', 'Можно удаленно']","['Фулстек разработчик', 'Средний (Middle)', 'JavaScript', 'React', 'TypeScript', 'Node.js', 'Angular', 'Next.js', 'Express']",5 июня
299,Администратор баз данных (PostgreSQL)/DBA,,Twelvedevs,"['Минск', 'Брест', 'Гродно', 'Полный рабочий день', 'Можно удаленно']","['Администратор баз данных', 'Средний (Middle)', 'PostgreSQL', 'MySQL', 'SQL']",5 июня
300,Разработчик BI (Форсайт),,Гринатом,"['Москва', 'Полный рабочий день', 'Можно удаленно']","['BI-разработчик', 'PostgreSQL', 'Python', 'BI', 'DWH', 'ETL']",5 июня
301,Инженер по тестированию ПО,,Гринатом,"['Москва', 'Полный рабочий день', 'Можно удаленно']","['Инженер по ручному тестированию', 'Нагрузочное тестирование', 'RabbitMQ', 'SQL']",5 июня
302,PHP разработчик (Backend),,Fix Price,"['Москва', 'Можно удаленно']","['Бэкенд разработчик', 'ООП', 'MySQL', 'Linux', 'Git', 'PHP', 'Docker']",5 июня
303,Руководитель группы FI/CO/FM,,Fix Price,"['Москва', 'Полный рабочий день', 'Можно удаленно']","['Менеджер технической поддержки', 'SAP', 'ABAP']",5 июня
304,DBA в команду Infrastructure & Operations,,2GIS,"['Полный рабочий день', 'Можно удаленно']","['DevOps-инженер', 'Старший (Senior)', 'PostgreSQL', 'Kubernetes', 'Высоконагруженные системы', 'Docker']",5 июня
305,Архитектор 1С:ERP,,DатаРу,"['Москва', 'Полный рабочий день']","['ERP-программист', 'Старший (Senior)', 'SQL', '1C: ERP']",5 июня
306,Технический менеджер/владелец продукта [Команда переиспользуемых компонентов],,МТС,"['Москва', 'Полный рабочий день']","['Менеджер продукта', 'Управление продуктами']",5 июня
307,Junior Data Engineer,,Lamoda Tech,"['Москва', 'Полный рабочий день', 'Можно удаленно']","['Инженер по данным', 'Младший (Junior)', 'SQL', 'Apache Hadoop', 'Алгоритмы', 'Python', 'Apache Airflow']",5 июня
308,Middle/Senior React разработчик [Omni Retail Product],,МТС,"['Полный рабочий день', 'Можно удаленно']","['Фронтенд разработчик', 'Старший (Senior)', 'Git', 'TypeScript', 'React', 'Next.js', 'MobX']",5 июня
309,Монтажник интернет-сетей (инсталлятор),,beeline,"['Москва', 'Полный рабочий день']","['Системный инженер', 'Монтаж систем связи']",5 июня
310,Инженер нагрузочного тестирования,,beeline,"['Москва', 'Екатеринбург', 'Полный рабочий день']","['Инженер по обеспечению качества', 'Средний (Middle)', 'Apache JMeter', 'Нагрузочное тестирование', 'SQL', 'HP LoadRunner', 'HTTP', 'SOAP', 'Баг-трекинг']",5 июня
311,Системный архитектор [EP Charging],,МТС,"['Полный рабочий день', 'Можно удаленно']","['Системный аналитик', 'Средний (Middle)', 'ArchiMate', 'BPMN', 'UML', 'Системный анализ', 'Системная интеграция', 'GraphQL', 'Swagger']",5 июня
312,QA Automation инженер в команду iOS,,2GIS,"['Полный рабочий день', 'Можно удаленно']","['Инженер по автоматизации тестирования', 'Старший (Senior)', 'Автоматизация тестирования', 'Обеспечение качества', 'Swift', 'Mobile']",5 июня
313,QA Automation Engineer C#,,CCS,"['Полный рабочий день', 'Можно удаленно']","['Инженер по автоматизации тестирования', 'Средний (Middle)', 'C#', 'Selenium', 'Тестирование API']",5 июня
314,Младший бизнес-аналитик,от 70 000 ₽,Бизнес Технологии,"['Санкт-Петербург', 'Полный рабочий день']","['Бизнес-аналитик', 'Младший (Junior)', 'Управление бизнес-процессами', 'Оптимизация бизнес-процессов', 'Разработка ТЗ']",5 июня
315,Senior frontend-разработчик,от 200 000 до 300 000 ₽,Бизнес Технологии,"['Санкт-Петербург', 'Полный рабочий день', 'Можно удаленно']","['Фронтенд разработчик', 'HTML', 'CSS', 'JavaScript', 'React', 'Vue.js', 'Angular', 'TypeScript']",5 июня
316,Системный администратор,от 100 000 до 120 000 ₽,The Core,"['Москва', 'Полный рабочий день']","['Системный администратор', 'Средний (Middle)', 'MODX CMS', 'MODX EVO', 'Адаптивная верстка', 'HTML', 'Администрирование 1С', 'Администрирование Windows', 'Битрикс24']",5 июня
317, Веб-аналитик,,Лайфхакер,"['Полный рабочий день', 'Можно удаленно']","['Веб-аналитик', 'Средний (Middle)', 'Python', 'Яндекс.Метрика', 'Google Analytics', 'Google Tag Manager']",5 июня
318,1С Разработчик,,Fleet Finance,"['Москва', 'Полный рабочий день', 'Можно удаленно']","['Программист 1С', 'Младший (Junior)', 'Разработка под 1С']",5 июня
319,Менеджер по активным продажам,от 150 000 ₽,ОЭЗ Технополис Москва,"['Москва', 'Санкт-Петербург', 'Новосибирск', 'Полный рабочий день']","['Менеджер по продажам', 'Стажёр (Intern)', 'Продажи', 'Работа в команде', 'Консультирование']",5 июня
320,"Системный аналитик (проект ""Совкомбанк Инвестиции"")",,Совкомбанк Технологии,['Калининград'],"['Системный аналитик', 'SQL', 'BPMN', 'Системный анализ']",5 июня
321,IT Project manager в команду автоматизации,,Lamoda Tech,"['Москва', 'Полный рабочий день', 'Можно удаленно']","['Менеджер проекта', 'Средний (Middle)', 'Jira']",5 июня
322,Middle Golang разработчик [Финтех продукт],,МТС,"['Полный рабочий день', 'Можно удаленно']","['Бэкенд разработчик', 'Средний (Middle)', 'Golang', 'GraphQL', 'Apache Kafka', 'PostgreSQL']",5 июня
323,Middle Data Engineer,,SM Lab,"['Полный рабочий день', 'Можно удаленно']","['Инженер по данным', 'SQL', 'Python', 'Apache Spark']",5 июня
324,Ведущий backend разработчик (C# & ASP.NET Core),от 250 000 до 350 000 ₽,ГК «ЭкоНива»,"['Полный рабочий день', 'Можно удаленно']","['Бэкенд разработчик', 'Ведущий (Lead)', 'C#', '.NET', 'ASP.NET', 'Базы данных']",5 июня
325,Консультант по управленческому учету 1С ERP Управление предприятием,до 88 000 ₽,ГК «Юг Руси»,"['Ростов-на-Дону', 'Полный рабочий день']","['Менеджер технической поддержки', '1C: ERP', 'Консультирование', 'Решение проблем', 'Техническая поддержка']",5 июня
326,Ведущий системный администратор,от 105 000 ₽,ГК «Юг Руси»,"['Ростов-на-Дону', 'Полный рабочий день']","['Системный администратор', 'Старший (Senior)', 'PostgreSQL', 'SQL', 'Linux', 'Hyper-V', 'Администрирование Windows', 'Администрирование серверов', 'Active directory', 'DHCP', 'Системное администрирование', 'It-консультирование']",5 июня
327,QA engineer/тестировщик,от 100 000 до 150 000 ₽,ГК «Юг Руси»,"['Ростов-на-Дону', 'Полный рабочий день', 'Можно удаленно']","['Инженер по ручному тестированию', 'Средний (Middle)', 'Разработка тест-кейсов', 'Регрессионное тестирование', 'Автоматизация тестирования', 'Функциональное тестирование', 'Тестирование ПО', 'Ручное тестирование', 'Баг-трекинг']",5 июня
328,IT Project Manager,от 100 000 до 180 000 ₽,ГК «Юг Руси»,"['Ростов-на-Дону', 'Полный рабочий день']","['Менеджер проекта', 'Средний (Middle)', 'Управление проектами', 'Agile', 'Разработка ТЗ', 'Управление разработкой', 'Scrum', 'Kanban', 'Презентации', 'Организация бизнес-процессов']",5 июня
329,Системный аналитик (платформа Кредитные карты и овердрафты ),,Холдинг Т1,"['Полный рабочий день', 'Можно удаленно']","['Системный аналитик', 'REST', 'SOAP', 'XML', 'UML', 'BPMN', 'Системный анализ', 'ER-диаграммы']",5 июня
330,Java разработчик Senior /Middle (платформа Программа лояльности),,Холдинг Т1,"['Полный рабочий день', 'Можно удаленно']","['Бэкенд разработчик', 'ООП', 'Java', 'Java Spring Framework', 'RabbitMQ']",5 июня
331,Frontend-разработчик Senior/Middle (платформа Онлайн банкинг),,Холдинг Т1,"['Полный рабочий день', 'Можно удаленно']","['Фронтенд разработчик', 'React', 'TypeScript', 'CSS', 'HTML', 'JavaScript']",5 июня
332,Программист 1С,от 200 000 до 250 000 ₽,TISS,"['Полный рабочий день', 'Можно удаленно']","['Программист 1С', 'Старший (Senior)', 'Разработка под 1С']",5 июня
333,QA Engineer manual (платформа Состоятельные клиенты),,Холдинг Т1,"['Санкт-Петербург', 'Полный рабочий день', 'Можно удаленно']","['Инженер по ручному тестированию', 'REST', 'SQL', 'SOAP', 'Ручное тестирование', 'Тестирование API', 'Postman']",5 июня
334,Automation QA Engineer / Инженер по автоматизации тестирования (SCSI),,YADRO,"['Москва', 'Санкт-Петербург', 'Нижний Новгород', 'Полный рабочий день', 'Можно удаленно']","['Инженер по автоматизации тестирования', 'Старший (Senior)', 'Python', 'Linux', 'Bash', 'Сетевые технологии', 'Администрирование Linux', 'Системы виртуализации']",5 июня
335,Senior QA engineer / Ведущий инженер тестирования систем виртуализации (SCSI),,YADRO,"['Санкт-Петербург', 'Полный рабочий день']","['Инженер по автоматизации тестирования', 'Старший (Senior)', 'Python', 'Linux', 'Bash', 'Unix', 'Openstack', 'Системы виртуализации', 'Тестирование ПО', 'Jenkins']",5 июня
336,QA Automation Engineer (Python) (TATLIN.UNIFIED),,YADRO,"['Москва', 'Санкт-Петербург', 'Нижний Новгород', 'Полный рабочий день']","['Инженер по автоматизации тестирования', 'Старший (Senior)', 'Python', 'Linux', 'Тестирование ПО', 'Jenkins']",5 июня
337,Администратор баз данных PostgreSQL,от 300 000 ₽,Точка,"['Екатеринбург', 'Можно удаленно']","['Администратор баз данных', 'Старший (Senior)', 'PostgreSQL']",5 июня
338,Менеджер по продажам ,от 50 000 ₽,MYFORCE,"['Ростов-на-Дону', 'Полный рабочий день']","['Менеджер по работе с клиентами', 'Стажёр (Intern)', 'Продажи']",5 июня
339,Инженер-стажер,,R-Vision,"['Москва', 'Полный рабочий день']","['Инженер по безопасности', 'Стажёр (Intern)', 'Linux', 'SQL', 'Python', 'PostgreSQL', 'Docker', 'Kubernetes', 'Bash']",5 июня
340,Backend разработчик (NodeJs),от 150 000 до 220 000 ₽,Клиники «Чайка»,"['Москва', 'Полный рабочий день', 'Можно удаленно']","['Бэкенд разработчик', 'Средний (Middle)', 'TypeScript', 'Node.js', 'PostgreSQL', 'REST', 'ООП', 'DDD']",5 июня
341,Фронтенд (Vue) разработчик,от 150 000 до 230 000 ₽,Клиники «Чайка»,"['Москва', 'Полный рабочий день', 'Можно удаленно']","['Фронтенд разработчик', 'Средний (Middle)', 'Git', 'Vue.js', 'HTML', 'JavaScript', 'CSS']",5 июня
342,QA automation engineer Web UI,от 135 000 до 190 000 ₽,Infinnity Solutions,"['Челябинск', 'Полный рабочий день']","['Инженер по автоматизации тестирования', 'Средний (Middle)', 'Jira', 'Sharepoint', 'TeamCity', 'SOAP', 'Java', 'Intellij IDEA', 'JavaScript']",5 июня
343,Ведущий программист 1С,,Страна Девелопмент,"['Полный рабочий день', 'Можно удаленно']","['Программист 1С', 'Старший (Senior)', 'SQL', 'Разработка под 1С']",5 июня
344,Site Reliability Engineer (SRE),,T-Bank,"['Калининград', 'Красноярск', 'Тюмень', 'Полный рабочий день', 'Можно удаленно']","['Инженер по доступности сервисов', 'Средний (Middle)', 'SRE', 'DevOps']",5 июня
345,Data Scientist,,beeline,"['Полный рабочий день', 'Можно удаленно']","['Ученый по данным', 'Старший (Senior)', 'ClickHouse', 'Python', 'Apache Spark', 'Apache Airflow', 'Docker']",5 июня
346,iOS разработчик ,до 180 000 ₽,HuntIT,"['Санкт-Петербург', 'Полный рабочий день']","['Разработчик мобильных приложений', 'Средний (Middle)', 'Swift', 'SwiftUI', 'UIKit', 'Разработка под iOS', 'Objective-С']",5 июня
347,UnrealEngine AI Developer,,MAG Development,"['Москва', 'Полный рабочий день', 'Можно удаленно']","['Разработчик игр', 'Старший (Senior)', 'C++', 'Unreal Engine', 'Разработка игр', 'Python']",5 июня
348,PHP-разработчик,от 100 000 до 180 000 ₽,Газпром добыча Иркутск,"['Иркутск', 'Полный рабочий день']","['Веб-разработчик', 'Средний (Middle)', 'Git', 'SOLID', 'Nginx', 'Laravel', 'PHP', 'PostgreSQL', 'Linux', 'Vue.js', 'Docker', 'ООП']",5 июня
349,Devops Engineer (Azure),от 3500 до 4500 $,Sharp Developers PLLC,"['Полный рабочий день', 'Можно удаленно']","['DevOps-инженер', 'Windows Azure']",5 июня
350,PHP разработчик (Symfony / Laravel),,Резольвента,"['Полный рабочий день', 'Можно удаленно']","['Бэкенд разработчик', 'Средний (Middle)', 'JavaScript', 'PHP', 'Laravel', 'ООП', 'Linux', 'Базы данных']",5 июня
351,Web-разработчик (Bitriх),от 50 000 до 120 000 ₽,Pyrobyte,"['Барнаул', 'Новосибирск', 'Омск', 'Полный рабочий день', 'Можно удаленно']","['Фулстек разработчик', 'Младший (Junior)', 'SQL', 'PHP', 'CMS «1С-Битрикс»', 'ООП']",5 июня
352,Frontend-разработчик (React),,T-Bank,"['Омск', 'Самара', 'Полный рабочий день']","['Фронтенд разработчик', 'Старший (Senior)', 'JavaScript', 'React']",5 июня
353,Java  разработчик ,,ДИТ г. Москвы,"['Москва', 'Полный рабочий день', 'Можно удаленно']","['Бэкенд разработчик', 'Средний (Middle)', 'OpenAPI Specification', 'Hibernate', 'Swagger', 'MongoDB', 'MySQL', 'Java Spring Framework', 'PostgreSQL', 'Java', 'Spring Boot']",5 июня
354,Developer C++ (KES),,Лаборатория Касперского,['Можно удаленно'],"['Десктоп разработчик', 'Разработка программного обеспечения', 'C++']",5 июня
355,Ведущий системный инженер Linux (R&D),,Группа Астра,['Можно удаленно'],"['DevOps-инженер', 'Git', 'PostgreSQL', 'Python', 'Docker', 'CI/CD']",5 июня
356,Разработчик Golang (платформа Tantor),,Группа Астра,['Можно удаленно'],"['Бэкенд разработчик', 'Средний (Middle)', 'Golang', 'PostgreSQL', 'SQL']",5 июня
357,Testing Engineer (Endpoint Security for Windows),,Лаборатория Касперского,['Можно удаленно'],"['Инженер по обеспечению качества', 'Тестирование дизайна', 'Тестирование мобильных приложений', 'Автоматизация тестирования', 'Тестирование сайтов', 'Тестирование ПО', 'Ручное тестирование', 'Тестирование API']",5 июня
358,Marketing Production Team Lead,,Лаборатория Касперского,['Можно удаленно'],"['Менеджер по маркетингу', 'Brand']",5 июня
359,Senior System Analyst (KICS for Network),,Лаборатория Касперского,['Можно удаленно'],"['Системный аналитик', 'Анализ требований']",5 июня
360,Data Engineer в команду рекламных технологий,,VK,['Москва'],"['Инженер по данным', 'Python', 'Scala', 'Apache Spark', 'Apache Hadoop']",4 июня
361,Специалист отдела информационных технологий и телекоммуникаций,,Интер РАО – Управление сервисами,"['Калининград', 'Полный рабочий день']","['Сетевой инженер', 'Младший (Junior)', 'Системное администрирование', 'Администрирование серверов', 'Администрирование сетей', 'Администрирование Linux', 'Техническая поддержка', 'Настройка и ремонт компьютерной техники', 'Сетевые технологии']",4 июня
362,Программист-исследователь в команду Антиспама,,VK,['Москва'],"['ML разработчик', 'Python', 'TensorFlow', 'Deep Learning']",4 июня
363,Программист-исследователь в команду E-commerce,,VK,['Москва'],"['ML разработчик', 'Python', 'NLP']",4 июня
364,Разработчик .NET,,VK,['Москва'],"['Фулстек разработчик', '.NET', 'Microsoft SQL Server', 'C#', 'Entity framework', 'React']",4 июня
365,Go/Python разработчик DBaaS в Tarantool,,VK,['Москва'],"['Бэкенд разработчик', 'Python', 'Golang', 'DevOps']",4 июня
366,ML Engineer в СМБ,,VK,"['Москва', 'Санкт-Петербург']","['ML разработчик', 'SQL', 'Python']",4 июня
367,Руководитель направления информационной безопасности ОКИИ,от 180 000 ₽,Интер РАО – Управление сервисами,"['Санкт-Петербург', 'Полный рабочий день']","['Инженер по безопасности', 'Средний (Middle)', 'Информационная безопасность']",4 июня
368,Customer Care Manager,от 800 до 1500 $,Forsa Recruiting,"['Москва', 'Санкт-Петербург', 'Екатеринбург', 'Полный рабочий день', 'Можно удаленно']","['Менеджер по обслуживанию клиентов', 'Средний (Middle)', 'Английский язык', 'Немецкий язык']",4 июня
369,CRM-manager (Sportsbook),от 1300 до 2000 $,Forsa Recruiting,"['Москва', 'Санкт-Петербург', 'Екатеринбург', 'Полный рабочий день', 'Можно удаленно']","['Менеджер по маркетингу', 'Web']",4 июня
370,Data Engineer,от 2500 до 4000 $,Forsa Recruiting,"['Москва', 'Санкт-Петербург', 'Екатеринбург', 'Полный рабочий день', 'Можно удаленно']","['Инженер по данным', 'Старший (Senior)', 'SQL', 'Python', 'Apache Kafka']",4 июня
371,Golang Team Lead в команду Отелло,до 550 000 ₽,2GIS,['Можно удаленно'],"['Бэкенд разработчик', 'Ведущий (Lead)', 'PostgreSQL', 'Golang', 'Apache Kafka']",4 июня
372,Аналитик SOC L1 ,,Ваша кадровая служба,"['Москва', 'Полный рабочий день']","['Аналитик SOC', 'Средний (Middle)', 'SIEM', 'Анализ угроз', 'Разработка систем защиты информации', 'Защита информации']",4 июня
373,Frontend-разработчик (Vue 2/3 + TypeScript),от 150 000 до 300 000 ₽,OzzoIt,"['Полный рабочий день', 'Можно удаленно']","['Фронтенд разработчик', 'Средний (Middle)', 'Ionic', 'TypeScript', 'Vue.js', 'Веб-разработка']",4 июня
374,Системный аналитик в Транспортную платформу,,Мир Plat.Form (НСПК),"['Москва', 'Полный рабочий день', 'Можно удаленно']","['Системный аналитик', 'Старший (Senior)', 'SQL', 'PostgreSQL', 'Высоконагруженные системы', 'Redis', 'Apache Kafka']",4 июня
375,Data Engineer (Clickhouse),от 2000 до 2500 $,Apphud,"['Полный рабочий день', 'Можно удаленно']","['Инженер по данным', 'Средний (Middle)', 'ClickHouse', 'PostgreSQL', 'SQL', 'Golang', 'Python', 'Машинное обучение']",4 июня
376,Tools C++ Developer,,BLACKHUB Games,"['Санкт-Петербург', 'Полный рабочий день', 'Можно удаленно']","['Разработчик игр', 'Средний (Middle)', 'C++', 'Алгоритмы и структуры данных', 'ООП', 'Qt']",4 июня
377,Senior C++ Engine developer,,BLACKHUB Games,"['Санкт-Петербург', 'Полный рабочий день', 'Можно удаленно']","['Разработчик игр', 'Старший (Senior)', 'C++', 'Объектно-ориентированное проектирование', 'Алгоритмы и структуры данных', 'Unity3d', 'Unreal Engine']",4 июня
378,Аналитик по интеллектуальной собственности,,Лаборатория Касперского,['Можно удаленно'],"['Системный аналитик', 'Анализ требований']",4 июня
379,ML Engineer в Одноклассники,,VK,"['Москва', 'Санкт-Петербург', 'Полный рабочий день']","['ML разработчик', 'SQL', 'Python', 'Машинное обучение']",4 июня
380,Инженер/ DevOps,от 350 000 до 450 000 ₽,DevsVault,"['Москва', 'Санкт-Петербург', 'Екатеринбург', 'Полный рабочий день']","['DevOps-инженер', 'Старший (Senior)', 'Linux', 'GitLab', 'Yandex.Cloud']",4 июня
381,Sound C++ Developer,,BLACKHUB Games,"['Полный рабочий день', 'Можно удаленно']","['Бэкенд разработчик', 'Старший (Senior)', 'C++', 'ООП', 'Алгоритмы и структуры данных', 'Разработка программного обеспечения']",4 июня
382,Senior Go Developer в команду Заметок,,VK,"['Москва', 'Полный рабочий день', 'Можно удаленно']","['Бэкенд разработчик', 'Средний (Middle)', 'Golang', 'PostgreSQL', 'Kubernetes', 'Docker']",4 июня
383,Golang-разработчик (команда Календаря),,VK,"['Полный рабочий день', 'Можно удаленно']","['Бэкенд разработчик', 'Средний (Middle)', 'Golang', 'HTTP', 'Lua', 'Web', 'Базы данных', 'NoSQL', 'PostgreSQL', 'Kubernetes', 'Python', 'Docker']",4 июня
384,Руководитель направления информационной безопасности (ИБ),,МТС,"['Москва', 'Полный рабочий день']","['Инженер по безопасности', 'Информационная безопасность', 'CCNA', 'VMware', 'Linux']",4 июня
385,PHP-разработчик в команду Auth VK ID,,VK,"['Москва', 'Санкт-Петербург', 'Полный рабочий день', 'Можно удаленно']","['Бэкенд разработчик', 'Старший (Senior)', 'PHP']",4 июня
386,DevOps инженер,,ДругойКод,"['Ставрополь', 'Полный рабочий день', 'Можно удаленно']","['DevOps-инженер', 'Средний (Middle)', 'Kubernetes', 'Микросервисная архитектура', 'GitLab', 'DevOps', 'Elasticsearch', 'CI/CD']",4 июня
387,Backend разработчик,от 120 000 ₽,ДругойКод,"['Ставрополь', 'Полный рабочий день']","['Бэкенд разработчик', 'Средний (Middle)', 'Golang', 'FastAPI', 'SQLalchemy', 'gRPC', 'RabbitMQ', 'Apache Kafka', 'Высоконагруженные системы', 'REST', 'Elasticsearch']",4 июня
